id,demand_for_prison,country_first_letter,lat,lng,date
53846,4072,E,51.5138828532,-0.185597374002,2016-01-01
41891,4024,E,52.6305572657,-1.12972527113,2016-01-01
54864,3961,E,51.3777150223,-0.104770373156,2016-01-01
54638,3889,E,50.8297220736,-0.141251802024,2016-01-01
30813,3887,E,51.5636804252,-1.78500024134,2016-01-01
50118,3887,E,52.1383289462,-0.467197211604,2016-01-01
50012,3878,E,54.2860586083,-0.403924731917,2016-01-01
19292,3872,E,51.4634774926,-2.59157381404,2016-01-01
29546,3830,E,50.7185592033,-1.87387710237,2016-01-01
55385,3828,E,51.5297785034,-0.0552097931837,2016-01-01
54028,3812,E,51.5136591621,-0.171194164535,2016-01-01
37721,3809,E,50.9059505955,-1.40404315648,2016-01-01
52385,3806,E,51.4077578343,-0.30483038955,2016-01-01
44915,3803,E,52.2419492795,-0.888368202731,2016-01-01
51678,3796,E,51.4714903314,-0.360063348217,2016-01-01
52655,3747,E,52.5758067436,-0.245376404815,2016-01-01
53664,3746,E,51.5141047765,-0.200000768541,2016-01-01
60911,3693,E,51.2759621458,0.521924143782,2016-01-01
14072,3692,W,51.5866117869,-2.99732015485,2016-01-01
54693,3681,E,51.4678136883,-0.115437039177,2016-01-01
41892,3653,E,52.6395459489,-1.12954693579,2016-01-01
53470,3602,E,51.5053378522,-0.214755684604,2016-01-01
54699,3575,E,51.5217332812,-0.113211863507,2016-01-01
50915,3558,E,53.7459874674,-0.348640778572,2016-01-01
54029,3516,E,51.5226460134,-0.170834148092,2016-01-01
54877,3504,E,51.4945411757,-0.0999287121044,2016-01-01
29222,3502,E,52.4718907949,-1.89837855383,2016-01-01
55212,3491,E,51.5300164864,-0.0696171327238,2016-01-01
33142,3470,E,54.9700468381,-1.62663661009,2016-01-01
55214,3463,E,51.5479890759,-0.0688564739377,2016-01-01
21939,3444,E,53.5768434356,-2.42434154014,2016-01-01
7589,3438,E,50.3752071693,-4.13898297634,2016-01-01
53283,3424,E,51.4965690047,-0.229504940432,2016-01-01
33378,3423,E,54.9789839041,-1.61092957451,2016-01-01
53284,3420,E,51.5055561701,-0.229156613975,2016-01-01
37442,3400,E,54.9061234074,-1.37769141896,2016-01-01
55387,3396,E,51.5477509406,-0.0544434651654,2016-01-01
54882,3386,E,51.5394736005,-0.0980578388811,2016-01-01
54881,3349,E,51.5304871471,-0.0984324015091,2016-01-01
55719,3348,E,51.5832134283,-0.0240602922667,2016-01-01
64644,3343,E,51.2805521894,1.0814799971,2016-01-01
54533,3343,E,51.5039908342,-0.128353981949,2016-01-01
41691,3325,E,52.9542497712,-1.13812810794,2016-01-01
19110,3309,E,51.4544129371,-2.60584856556,2016-01-01
10395,3282,E,50.7265506651,-3.53150750666,2016-01-01
46881,3232,E,52.4021064913,-0.722659241069,2016-01-01
54704,3232,E,51.5666658414,-0.111352257179,2016-01-01
8874,3229,W,51.6198240316,-3.93698504882,2016-01-01
54876,3223,E,51.4855546433,-0.100302305437,2016-01-01
22373,3222,E,51.3834910976,-2.36062701976,2016-01-01
24591,3214,E,53.4785079075,-2.22748074384,2016-01-01
35396,3174,E,52.4080158463,-1.51632047888,2016-01-01
53667,3173,E,51.5410657116,-0.198937160282,2016-01-01
18459,3138,E,53.7553196478,-2.69913843304,2016-01-01
54195,3123,E,51.5224204826,-0.156428293287,2016-01-01
41728,3118,E,53.5204794663,-1.12668150696,2016-01-01
63329,3110,E,51.8876663998,0.904840716703,2016-01-01
44743,3101,E,52.2420862318,-0.903010687688,2016-01-01
55713,3085,E,51.5292972324,-0.0263957111391,2016-01-01
54698,3076,E,51.5127467218,-0.113583206667,2016-01-01
57874,3075,E,51.5796396617,0.177853304288,2016-01-01
37722,3057,E,50.9149424845,-1.40392837171,2016-01-01
65410,3019,E,52.6329068803,1.29395072314,2016-01-01
55383,2995,E,51.5118060026,-0.0559753271093,2016-01-01
62188,2987,E,51.5415805512,0.709658749482,2016-01-01
21163,2985,E,53.7473826963,-2.48671377123,2016-01-01
54880,2973,E,51.521500678,-0.0988067700127,2016-01-01
35963,2968,E,52.911293845,-1.48099599855,2016-01-01
24025,2949,E,51.8603218975,-2.2482615618,2016-01-01
42991,2944,E,50.8049193879,-1.07892212432,2016-01-01
12659,2936,W,51.4861273099,-3.16795402978,2016-01-01
48850,2922,E,53.2270130866,-0.53346376436,2016-01-01
17712,2917,E,52.0562041734,-2.71605121738,2016-01-01
25281,2917,E,53.0291488222,-2.18037528071,2016-01-01
38444,2913,E,54.5643234201,-1.32104406435,2016-01-01
39927,2909,E,54.5727534441,-1.22809181429,2016-01-01
55210,2906,E,51.5120438333,-0.0703770032816,2016-01-01
59644,2904,E,51.440963134,0.372710263495,2016-01-01
60376,2900,E,51.7356237522,0.475020230745,2016-01-01
65349,2891,E,51.0799630213,1.18236287366,2016-01-01
54529,2879,E,51.4680440809,-0.129825358242,2016-01-01
54128,2875,E,53.5622555699,-0.0840168625011,2016-01-01
53844,2861,E,51.4959089604,-0.186311187801,2016-01-01
41492,2858,E,53.5205886377,-1.14176219052,2016-01-01
55052,2849,E,51.5122798968,-0.0847788762414,2016-01-01
48771,2847,E,51.5104396205,-0.589234717745,2016-01-01
33902,2841,E,54.9788800132,-1.57968228085,2016-01-01
29951,2839,E,50.7275178157,-1.84551719093,2016-01-01
55206,2789,E,51.4760983369,-0.0718943840231,2016-01-01
54287,2780,E,53.5709960834,-0.0685188475578,2016-01-01
40815,2779,E,53.143418711,-1.19414866084,2016-01-01
66252,2773,E,51.3889359451,1.39066374397,2016-01-01
29695,2772,E,53.7213321105,-1.86509060774,2016-01-01
42990,2772,E,50.7959280039,-1.07909882536,2016-01-01
64751,2763,E,52.0612463166,1.14955186479,2016-01-01
56838,2762,E,51.5545135865,0.0756734791114,2016-01-01
56836,2755,E,51.5365426037,0.0748557166266,2016-01-01
50011,2749,E,54.2770748688,-0.404271962972,2016-01-01
55048,2747,E,51.4763340986,-0.0862849472709,2016-01-01
19735,2735,E,53.3873914441,-2.58784434534,2016-01-01
54863,2733,E,51.3687282845,-0.105141461767,2016-01-01
24026,2729,E,51.8693127145,-2.24831111327,2016-01-01
56520,2725,E,51.5370487897,0.0460388408556,2016-01-01
14190,2725,E,53.8066960288,-3.04925894213,2016-01-01
55219,2703,E,51.5929202722,-0.0669513713801,2016-01-01
39691,2702,E,54.5638650611,-1.24372505008,2016-01-01
65409,2700,E,52.6239320104,1.29327622596,2016-01-01
54703,2699,E,51.5576793609,-0.111724564289,2016-01-01
53665,2697,E,51.5230917705,-0.199646416227,2016-01-01
59133,2691,E,50.7682507058,0.281773651872,2016-01-01
35507,2684,E,53.6844205059,-1.50182492682,2016-01-01
17179,2681,E,54.0513230668,-2.7957465851,2016-01-01
41230,2680,E,52.9634501015,-1.16772171825,2016-01-01
38133,2675,E,53.4320386431,-1.35426671374,2016-01-01
54026,2674,E,51.4956854124,-0.171913637941,2016-01-01
53472,2657,E,51.5233119966,-0.214052826624,2016-01-01
36006,2638,E,53.3697113273,-1.47544373316,2016-01-01
52397,2616,E,51.5156087401,-0.300829589185,2016-01-01
56839,2611,E,51.5634990537,0.0760826785024,2016-01-01
55218,2610,E,51.5839340647,-0.067332787358,2016-01-01
52768,2595,E,51.50620052,-0.272360479532,2016-01-01
53471,2588,E,51.5143249322,-0.214404346684,2016-01-01
56033,2588,E,51.5467807051,0.00320656729191,2016-01-01
55871,2582,E,51.4661515343,-0.0147242561062,2016-01-01
26786,2578,E,51.896524428,-2.07406968535,2016-01-01
55711,2577,E,51.5113250395,-0.0271725709838,2016-01-01
57035,2573,E,52.2011639519,0.120309137749,2016-01-01
42835,2568,E,51.2635738545,-1.08411929657,2016-01-01
35235,2555,E,53.8103104403,-1.51552067381,2016-01-01
22709,2553,E,53.7568019839,-2.36548634422,2016-01-01
53509,2539,E,51.9007546334,-0.199122844283,2016-01-01
55056,2532,E,51.5482254418,-0.0832696800372,2016-01-01
66357,2516,E,51.3342473655,1.41534319402,2016-01-01
55386,2512,E,51.5387647299,-0.0548267285041,2016-01-01
26484,2505,E,53.5415954374,-2.10709991735,2016-01-01
54192,2505,E,51.4954600979,-0.157516274362,2016-01-01
8832,2500,W,51.6195848774,-3.95142074804,2016-01-01
51796,2496,E,50.815141015,-0.368962920208,2016-01-01
25805,2490,E,53.6134522801,-2.15262865508,2016-01-01
14337,2489,E,53.3934350135,-3.02402606508,2016-01-01
36806,2485,E,53.2346808597,-1.43214920768,2016-01-01
14697,2484,E,53.4026764062,-2.99416528371,2016-01-01
15862,2482,E,53.1878034078,-2.88442509891,2016-01-01
15786,2479,E,54.8951140642,-2.93703698575,2016-01-01
24589,2478,E,53.4605311464,-2.22738453472,2016-01-01
15179,2469,E,53.4120309204,-2.94924961887,2016-01-01
35756,2460,E,53.5495385789,-1.48831663975,2016-01-01
54361,2450,E,51.5042197548,-0.142753797266,2016-01-01
54817,2443,E,50.8205074152,-0.127420135872,2016-01-01
53661,2442,E,51.487143701,-0.201062724353,2016-01-01
26689,2436,E,53.4876778022,-2.09189296313,2016-01-01
14865,2436,E,53.4117879324,-2.97933325623,2016-01-01
55561,2419,E,51.5475110358,-0.0400306551884,2016-01-01
36210,2418,E,52.5246920722,-1.47082303779,2016-01-01
64750,2409,E,52.052269299,1.14892005532,2016-01-01
51170,2398,E,51.6518433997,-0.396929370853,2016-01-01
55876,2398,E,51.5110819073,-0.0127714939583,2016-01-01
29023,2396,E,52.4808924442,-1.91308227019,2016-01-01
52401,2393,E,51.5515585488,-0.299490452103,2016-01-01
55707,2376,E,51.4753804622,-0.02872387762,2016-01-01
24367,2375,E,53.4694898817,-2.24249680929,2016-01-01
36275,2371,E,53.3876207565,-1.46018813808,2016-01-01
55558,2368,E,51.5205525863,-0.0411883506039,2016-01-01
54702,2358,E,51.5486928646,-0.112096678345,2016-01-01
59363,2352,E,52.7533299877,0.398953279149,2016-01-01
60922,2349,E,51.38375802,0.527847428292,2016-01-01
13871,2342,E,51.1279832339,-3.0016977556,2016-01-01
54531,2336,E,51.486017489,-0.129090051173,2016-01-01
40182,2331,E,54.6894699247,-1.21036594157,2016-01-01
7522,2329,E,50.3749477539,-4.15303581268,2016-01-01
55869,2320,E,51.4481792733,-0.0155039463374,2016-01-01
56831,2320,E,51.4916148637,0.0728150153798,2016-01-01
36274,2316,E,53.3786325729,-1.46030175546,2016-01-01
54883,2312,E,51.548460038,-0.0976830819957,2016-01-01
44039,2295,E,51.4515418586,-0.979624554245,2016-01-01
12560,2294,W,51.4859829895,-3.18235275599,2016-01-01
53108,2292,E,51.5057727208,-0.243557723896,2016-01-01
12819,2286,E,54.1106311717,-3.225184949,2016-01-01
53660,2286,E,51.4781566447,-0.201416343,2016-01-01
29745,2281,E,50.7275356926,-1.85968509439,2016-01-01
24246,2271,E,51.8603516741,-2.23374073799,2016-01-01
64826,2270,E,51.7915407439,1.14521751434,2016-01-01
54878,2265,E,51.5035276922,-0.0995549251777,2016-01-01
66847,2262,E,52.6018259856,1.73478256099,2016-01-01
54364,2244,E,51.5311798743,-0.141656756955,2016-01-01
14261,2231,E,51.3439981768,-2.97768589818,2016-01-01
54528,2231,E,51.4590573532,-0.130192726295,2016-01-01
56184,2226,E,51.4027586581,0.011284199417,2016-01-01
14189,2225,E,53.7977095889,-3.04903453994,2016-01-01
53662,2222,E,51.4961307418,-0.200708922478,2016-01-01
56197,2222,E,51.5195762111,0.0164268711696,2016-01-01
55037,2217,E,51.3774818472,-0.0904105980057,2016-01-01
18460,2211,E,53.7643069902,-2.69928777962,2016-01-01
55215,2204,E,51.5569753469,-0.0684758486216,2016-01-01
47272,2200,E,52.3029193292,-0.696182734713,2016-01-01
14491,2196,W,53.0430525723,-3.00078485283,2016-01-01
52942,2196,E,51.5419365627,-0.256586566708,2016-01-01
56367,2195,E,51.5462849716,0.0320303613929,2016-01-01
54023,2193,E,51.4687246704,-0.172991451267,2016-01-01
53111,2192,E,51.5327343317,-0.242520158233,2016-01-01
56366,2190,E,51.53729923,0.0316300888492,2016-01-01
48907,2187,E,51.2405988311,-0.583178470398,2016-01-01
55213,2174,E,51.5390027891,-0.0692369019267,2016-01-01
55050,2171,E,51.4943070294,-0.0855323018687,2016-01-01
11069,2168,W,53.3166423302,-3.48754210574,2016-01-01
54694,2165,E,51.4768003266,-0.115066656676,2016-01-01
55559,2159,E,51.529538752,-0.0408026521668,2016-01-01
54198,2157,E,51.549380726,-0.15533861905,2016-01-01
62088,2151,E,51.5419124861,0.695255468218,2016-01-01
26787,2150,E,51.9055152663,-2.07408452555,2016-01-01
41231,2150,E,52.9724383658,-1.16754910367,2016-01-01
55125,2148,E,52.9768554208,-0.0206477943516,2016-01-01
54538,2148,E,51.5489239215,-0.126510467616,2016-01-01
35117,2145,E,52.2912068926,-1.53225459236,2016-01-01
37184,2144,E,54.9062022315,-1.39328636753,2016-01-01
56200,2142,E,51.5465337229,0.0176185674093,2016-01-01
44742,2138,E,52.2330975511,-0.903232245726,2016-01-01
50988,2136,E,51.5082334614,-0.4163845927,2016-01-01
32680,2130,E,54.9701386585,-1.65787721207,2016-01-01
51088,2129,E,53.7457776735,-0.333484149856,2016-01-01
54701,2124,E,51.5397063526,-0.112468599478,2016-01-01
45642,2123,E,53.0772461253,-0.807264815573,2016-01-01
51521,2118,E,51.5076421401,-0.373175596282,2016-01-01
28032,2116,E,52.5888019426,-1.98667227583,2016-01-01
55883,2114,E,51.5739837581,-0.0100291120412,2016-01-01
19290,2110,E,51.4454953844,-2.59134132623,2016-01-01
42989,2110,E,50.7869366056,-1.07927543599,2016-01-01
42992,2106,E,50.8139107575,-1.07874533281,2016-01-01
54695,2104,E,51.485786949,-0.114696082305,2016-01-01
7844,2099,W,51.6789445636,-4.15648253353,2016-01-01
55220,2095,E,51.6019064639,-0.0665697573978,2016-01-01
55712,2068,E,51.5203111439,-0.02678424172,2016-01-01
55221,2066,E,51.6108926397,-0.0661879452752,2016-01-01
54185,2064,E,51.4325519845,-0.160048331837,2016-01-01
53987,2061,E,51.1182222012,-0.186852010868,2016-01-01
24588,2057,E,53.4515427455,-2.22733646901,2016-01-01
53842,2056,E,51.4779350051,-0.187024262331,2016-01-01
29022,2054,E,52.4719024912,-1.91309992811,2016-01-01
54874,2048,E,51.4675815311,-0.101048911851,2016-01-01
55222,2044,E,51.6198787996,-0.0658059348763,2016-01-01
51171,2042,E,51.6608311,-0.396612221407,2016-01-01
55388,2040,E,51.5567371353,-0.0540600030315,2016-01-01
61022,2037,E,51.3744645187,0.541705119889,2016-01-01
23729,2032,E,53.595224928,-2.28854408965,2016-01-01
54879,2029,E,51.512514193,-0.0991809445246,2016-01-01
24059,2029,E,52.3907564114,-2.25122995134,2016-01-01
49518,2027,E,51.8872360211,-0.519346055272,2016-01-01
55055,2024,E,51.5392390793,-0.0836472725415,2016-01-01
44217,2021,E,51.4514157817,-0.965235991508,2016-01-01
45944,2019,E,51.8186207593,-0.811765528974,2016-01-01
53829,2019,E,51.3611027715,-0.191641296695,2016-01-01
25561,2018,E,53.4066999279,-2.16692849759,2016-01-01
54025,2016,E,51.486698514,-0.17227309516,2016-01-01
54022,2014,E,51.4597377251,-0.173350350409,2016-01-01
51343,2012,E,51.4988531187,-0.387895625739,2016-01-01
35962,2010,E,52.9023049074,-1.48110336129,2016-01-01
53666,2005,E,51.5320787489,-0.199291880183,2016-01-01
50834,2003,E,51.8859128367,-0.417676567953,2016-01-01
55060,1997,E,51.5841707333,-0.0817573500888,2016-01-01
55208,1988,E,51.4940711169,-0.0711360866893,2016-01-01
54294,1978,E,50.830170813,-0.169634933981,2016-01-01
10394,1977,E,50.7175612134,-3.53121440426,2016-01-01
55557,1977,E,51.5115664046,-0.0415738491887,2016-01-01
53663,1974,E,51.505117767,-0.200354937249,2016-01-01
19203,1972,E,53.5489429991,-2.6353599744,2016-01-01
39713,1972,E,50.6985019949,-1.29339994075,2016-01-01
53468,1971,E,51.4873636455,-0.215457814524,2016-01-01
7521,1950,E,50.3659608955,-4.15262894161,2016-01-01
40784,1947,E,52.7748965764,-1.20096922091,2016-01-01
31176,1947,E,53.7840815738,-1.75865232712,2016-01-01
54865,1942,E,51.3867017443,-0.104399092663,2016-01-01
54887,1941,E,51.5844056301,-0.0961821092162,2016-01-01
54368,1934,E,51.5671264802,-0.140191379788,2016-01-01
55207,1933,E,51.4850847348,-0.0715153335482,2016-01-01
20986,1928,E,50.6098299928,-2.45360381746,2016-01-01
48684,1925,E,53.2271963869,-0.548438008117,2016-01-01
34682,1924,E,53.9901795469,-1.54393992166,2016-01-01
40802,1923,E,52.9996080045,-1.19682810016,2016-01-01
42807,1922,E,50.7870476697,-1.09345954643,2016-01-01
57011,1922,E,51.7699024483,0.100035435997,2016-01-01
54696,1922,E,51.4947735557,-0.114325315934,2016-01-01
33375,1919,E,54.9520259083,-1.6111898391,2016-01-01
21513,1918,E,53.1003488227,-2.44950525095,2016-01-01
40181,1904,E,54.6804841545,-1.2105402897,2016-01-01
25950,1899,E,52.5887262465,-2.13427744314,2016-01-01
54540,1893,E,51.5668970462,-0.125771722625,2016-01-01
54886,1893,E,51.5754192558,-0.0965576444634,2016-01-01
23717,1892,E,53.4873661809,-2.28781091991,2016-01-01
12658,1891,W,51.4771376882,-3.16772434468,2016-01-01
14336,1891,E,53.3844478771,-3.0238103344,2016-01-01
54539,1890,E,51.5579104917,-0.126141190913,2016-01-01
55379,1876,E,51.4758608103,-0.0575040170252,2016-01-01
36230,1874,E,52.9202168957,-1.46601621128,2016-01-01
46608,1866,E,51.2516939444,-0.769117835344,2016-01-01
66864,1863,E,52.4753048004,1.75350868069,2016-01-01
41660,1862,E,52.6306648259,-1.14449819596,2016-01-01
29337,1859,E,50.7185736328,-1.88804232044,2016-01-01
17792,1856,E,53.4494707023,-2.73927667595,2016-01-01
54818,1850,E,50.8294951161,-0.127060509453,2016-01-01
24841,1850,E,53.5144890644,-2.21259333056,2016-01-01
46494,1846,E,52.0428909215,-0.762085640322,2016-01-01
55205,1844,E,51.4671119232,-0.072273238248,2016-01-01
34423,1839,E,54.529455863,-1.55340506776,2016-01-01
55877,1837,E,51.5200679339,-0.0123803341533,2016-01-01
34665,1836,E,53.7744784754,-1.54628006372,2016-01-01
12753,1835,W,51.486269863,-3.15355518452,2016-01-01
17287,1834,E,52.7122445098,-2.75635371082,2016-01-01
55870,1833,E,51.4571654118,-0.0151142021286,2016-01-01
53847,1831,E,51.5228697761,-0.185240189561,2016-01-01
56365,1830,E,51.5283134723,0.0312300237646,2016-01-01
61023,1828,E,51.383447314,0.542202934195,2016-01-01
34101,1825,E,53.8105402715,-1.57626384776,2016-01-01
37208,1824,E,50.9240761018,-1.43226714054,2016-01-01
29103,1823,E,53.8651817886,-1.91024743672,2016-01-01
62288,1819,E,51.5412468499,0.724061754159,2016-01-01
24393,1818,E,53.7930624006,-2.24436120381,2016-01-01
20739,1815,E,53.4955956497,-2.51397168185,2016-01-01
10375,1814,E,50.4658504011,-3.52306795814,2016-01-01
49280,1810,E,51.3211490645,-0.551996187842,2016-01-01
55381,1809,E,51.4938334382,-0.0567400680284,2016-01-01
65485,1809,E,52.632495473,1.30870148841,2016-01-01
54366,1804,E,51.5491532087,-0.140924448341,2016-01-01
53113,1801,E,51.5507086613,-0.241827550724,2016-01-01
26267,1799,E,53.5415809391,-2.12218977544,2016-01-01
13073,1799,E,51.0191979916,-3.09915115332,2016-01-01
54184,1797,E,51.4235650484,-0.160409305922,2016-01-01
54532,1797,E,51.4950041695,-0.128722111895,2016-01-01
14663,1793,W,53.0431771305,-2.98587184919,2016-01-01
32908,1787,E,54.9700937513,-1.64225688887,2016-01-01
55718,1786,E,51.5742274355,-0.0244500336493,2016-01-01
58275,1785,E,51.4440581175,0.214568502193,2016-01-01
14368,1784,E,53.8248008511,-3.0345191835,2016-01-01
41729,1781,E,53.5294667892,-1.12649667314,2016-01-01
14713,1781,E,53.6453255809,-2.99986500746,2016-01-01
66848,1777,E,52.6107966386,1.73554675968,2016-01-01
16270,1776,E,54.0687664671,-2.87248460243,2016-01-01
52579,1776,E,51.5603360788,-0.284736404966,2016-01-01
54885,1772,E,51.5664328657,-0.0969329849201,2016-01-01
54193,1769,E,51.5044469085,-0.157153801918,2016-01-01
38676,1768,E,54.5642357002,-1.30558008939,2016-01-01
21741,1762,E,53.5857769027,-2.43953682349,2016-01-01
53469,1758,E,51.4963507566,-0.21510684051,2016-01-01
55216,1757,E,51.565961602,-0.0680950258432,2016-01-01
18692,1754,E,50.9417517314,-2.6276247599,2016-01-01
57036,1752,E,52.2101481686,0.120736947738,2016-01-01
53843,1744,E,51.4869219905,-0.186667817411,2016-01-01
24616,1737,E,53.8020802868,-2.22923039356,2016-01-01
53849,1737,E,51.5408435751,-0.184525264961,2016-01-01
54708,1736,E,51.6026116055,-0.10986109555,2016-01-01
54525,1730,E,51.4320970757,-0.131293690083,2016-01-01
15181,1727,E,53.4300054988,-2.94965017915,2016-01-01
56675,1726,E,51.491868435,0.0584208311651,2016-01-01
19469,1724,E,51.4635492578,-2.57717990083,2016-01-01
8176,1724,E,51.0782029448,-4.05703775347,2016-01-01
54524,1717,E,51.423110285,-0.131660298322,2016-01-01
52035,1717,E,51.5070349087,-0.329968092966,2016-01-01
66197,1716,E,51.3893505807,1.37631750199,2016-01-01
45080,1714,E,52.2418105113,-0.873725835814,2016-01-01
49925,1712,E,52.1385178728,-0.481803236946,2016-01-01
41453,1711,E,52.9633449731,-1.15283551918,2016-01-01
34422,1710,E,54.5204692732,-1.55350307066,2016-01-01
61336,1705,E,50.8525077059,0.555842280996,2016-01-01
54197,1702,E,51.5403939939,-0.155702032139,2016-01-01
19650,1701,E,51.4636192562,-2.56278592885,2016-01-01
36026,1698,E,53.5494730935,-1.47322455473,2016-01-01
56682,1694,E,51.5547677263,0.0612594767771,2016-01-01
57187,1694,E,52.2009002508,0.134930773705,2016-01-01
54884,1691,E,51.5574464597,-0.0973081307197,2016-01-01
18848,1689,E,53.7644801758,-2.6689506337,2016-01-01
55555,1689,E,51.4935939935,-0.0423442473482,2016-01-01
42212,1689,E,54.6165963364,-1.07240770904,2016-01-01
55049,1687,E,51.4853205719,-0.0859087220312,2016-01-01
55553,1682,E,51.4756215187,-0.0431138477376,2016-01-01
26204,1681,E,52.8044926637,-2.12010896577,2016-01-01
53293,1678,E,51.586439959,-0.226013536225,2016-01-01
12660,1678,W,51.495116917,-3.16818383392,2016-01-01
30688,1675,E,53.6493185008,-1.78967840851,2016-01-01
36559,1666,E,53.4145162687,-1.44480272217,2016-01-01
24129,1664,E,53.4694583307,-2.25756096462,2016-01-01
15019,1657,E,53.4388721021,-2.96490201174,2016-01-01
51860,1651,E,51.5791401647,-0.341758846009,2016-01-01
37459,1651,E,50.9060222875,-1.41826445267,2016-01-01
38965,1648,E,50.9055661543,-1.33293758637,2016-01-01
53839,1647,E,51.4509739549,-0.188092490206,2016-01-01
35671,1645,E,52.4079548312,-1.50162090982,2016-01-01
55885,1643,E,51.5919555716,-0.00924374388906,2016-01-01
39937,1643,E,54.6895699616,-1.22587716321,2016-01-01
24130,1641,E,53.4784466844,-2.25761544881,2016-01-01
24371,1641,E,53.505443256,-2.24270217872,2016-01-01
39806,1639,E,52.3707726265,-1.26703177154,2016-01-01
42210,1633,E,54.5986252131,-1.0728161283,2016-01-01
25567,1633,E,53.460630733,-2.16714028757,2016-01-01
54691,1632,E,51.4498403645,-0.116177229099,2016-01-01
25784,1628,E,53.4067200394,-2.15188643826,2016-01-01
61553,1626,E,50.8608656589,0.584721834968,2016-01-01
55057,1625,E,51.5572117884,-0.0828918916741,2016-01-01
52391,1623,E,51.4616835647,-0.302833096812,2016-01-01
64914,1622,E,51.7911522637,1.15969434165,2016-01-01
38443,1618,E,54.5553372404,-1.32119327736,2016-01-01
55389,1615,E,51.5657233142,-0.0536763419662,2016-01-01
10460,1615,E,50.7267358942,-3.51734484432,2016-01-01
35236,1614,E,53.8192980486,-1.51541706719,2016-01-01
10166,1613,E,50.4383204011,-3.5644312237,2016-01-01
52656,1608,E,52.5847923291,-0.245017547865,2016-01-01
65930,1605,E,51.1306637231,1.30021586324,2016-01-01
50916,1604,E,53.7549717583,-0.348288372018,2016-01-01
52920,1604,E,51.3352260901,-0.264439454193,2016-01-01
56857,1603,E,51.7701603324,0.0855531533063,2016-01-01
36109,1602,E,55.0053414636,-1.45432990484,2016-01-01
24372,1600,E,53.5144315654,-2.24275359031,2016-01-01
62287,1599,E,51.53226561,0.723525332413,2016-01-01
64669,1599,E,52.0616349576,1.13498773832,2016-01-01
53476,1597,E,51.5592600985,-0.21264492249,2016-01-01
15358,1587,E,53.3941748607,-2.9338138448,2016-01-01
56521,1585,E,51.5460344512,0.0464419477753,2016-01-01
15863,1580,E,53.1967912071,-2.88461014117,2016-01-01
28608,1577,E,52.0943296819,-1.94302679048,2016-01-01
8376,1575,W,53.2260079453,-4.12857458417,2016-01-01
30567,1569,E,51.0691628213,-1.80156857803,2016-01-01
41229,1568,E,52.9544618232,-1.16789424082,2016-01-01
28621,1567,E,52.3100987762,-1.94275148029,2016-01-01
54465,1565,E,53.5707514188,-0.0534271874842,2016-01-01
41936,1565,E,53.3046692931,-1.11608329192,2016-01-01
31661,1564,E,53.828955914,-1.72800870887,2016-01-01
53289,1563,E,51.5504917639,-0.227412270956,2016-01-01
